Time,GPS latitude,GPS longitude,GPS altitude,GPS speed,GPS orientation,GPS accuracy,GPS satellites,Wheel speed FL,Wheel speed FR,Wheel speed RL,Wheel speed RR,Longitudinal acceleration,Yaw rate
0.9934283060224653,52.410013497281774,-1.509999991625267,100.00029802849131,54.002682256315964,0.021686126436634368,1.2850179875240413,8,54.24833766725871,53.93649290441589,54.11632838337256,53.85541160596715,0.7199455761509279,0.2168612643661264
99.72347139765763,52.41002706116265,-1.5099999934616704,100.02991654555824,54.26914181734761,359.99526803589225,0.8854030301627217,8,55.077630939466545,54.26708297181414,54.58517762907953,54.21724796403512,0.7744299800533925,-0.26418090544345657
201.2953770762014,52.41004069338521,-1.5099999855905,100.06038453497837,54.54258038165648,0.020180410423108697,1.7724613900279023,8,54.68051711438276,55.59272553681735,54.73276057200726,54.85410576959205,0.7867590865438502,0.24912374530822495
303.04605971281603,52.41005439371341,-1.5099999624566582,100.0908999031453,54.81509698680003,0.059016574351915096,1.318010431376098,10,55.00748269774396,54.78700655773477,54.81023219806623,54.69135137745734,0.7444890190724023,0.38836163928837747
399.5316932505533,52.41006815814179,-1.5099999345501218,100.1198276227822,55.07157513305269,0.07086061188095982,1.4141862443190114,8,54.56845214776796,54.62535845243018,54.92360823415768,54.90097634076045,0.7168067986241866,0.11844037529058847
499.5317260861016,52.410081988326766,-1.5099998852346792,100.14979720103966,55.33475630905406,0.1246268514146891,1.0366097827075074,12,55.199160166750566,55.226315109427674,55.464401020522814,55.252688390912105,0.761213852270134,0.5376623953370155
603.1584256310148,52.41009588580477,-1.5099998444937428,100.18083783310098,55.60395399266518,0.1024594237439942,1.2834980851068039,11,55.83329393185174,54.88986254969352,55.70172470964374,55.38172043904813,0.5966990911115814,-0.2216742767072144
701.5348694583058,52.410109846176354,-1.5099998178107965,100.21028787270822,55.8555405137223,0.06680269301853059,1.229149491958322,12,56.48815956992863,55.8439588007188,56.072072263928014,55.866472919275736,0.7237837322879376,-0.3565673072542592
799.06105122813,52.410123867787334,-1.5099998114536346,100.23946329712973,56.100523778270244,0.015846111420216857,0.8748958420019838,13,56.36669577787307,56.206325296125286,56.2666499188601,56.44141962856176,0.6950744179334215,-0.5095658159833724
901.085120087172,52.410137952107696,-1.509999787797107,100.26995986450088,56.351451690102536,0.05870462392664422,0.9061603535474673,8,56.47960563657389,56.70243575219669,56.56815120660927,56.44409387894871,0.6641231175716257,0.4285851250644264
999.0731646143751,52.41015209522023,-1.5099997564560301,100.29922358713372,56.58670151920583,0.07745081911036777,1.6374725196187745,10,56.456713990296734,56.382880454948996,56.45691401561216,56.53823062887368,0.7536139313154218,0.18746195183697745
