Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,GPS_Lat,GPS_Long,GPS_Speed,GPS_Bearing
-0.46478480779628506,0.7740427598662971,0.06025636308408832,-9.923829639734507,0.001035381539491754,0.006868579110122562,0.0043818618890241225,18.833331629613763,-5.787170858865982,43.45705460788418,52.41003182863405,-1.5100032046909944,15.144872917470332,0.021686126436634368
101.35360136253205,0.8840738265098249,0.13314525071077798,-9.969422713244997,0.014311521177617411,-0.020653027750406103,-0.0035489974264859645,17.660832685332252,-4.796155131581411,41.361457718834444,52.41004820970839,-1.5099829738081003,15.09023436198671,359.99526803589225
201.66571734353025,0.6891601124385927,-0.16100357979798782,-9.801815050254216,-0.0026003625018044475,0.021216313073302035,-0.002030057328071058,17.692928234376406,-4.709500230019154,41.45840577666697,52.41003907707375,-1.5099848395060245,15.32856945763415,0.020180410423108697
302.45680598202097,0.4309435842444288,-0.09639824093662322,-9.723011792326421,-0.008800119816907639,-0.002831518848798757,0.006199823170248817,18.762258590557952,-6.02958024184616,42.116797540630785,52.410019552064256,-1.509987859796343,15.735626736855233,0.059016574351915096
398.27829153225827,0.6912680616048008,-0.29507222741877204,-9.888797336248624,0.002691809202551599,-0.02025039913676173,0.013345054787234963,17.777526804552373,-4.60074933104639,43.05840152748193,52.41005905373017,-1.5100055402043833,15.640120696668822,0.07086061188095982
499.9276403070597,0.7213731682272183,0.039326761939498064,-9.702446361926304,-0.0021578712632821964,0.0015809389857678602,0.010523685744068053,18.800537153082196,-4.56169706007891,41.58190257464791,52.41007681303853,-1.5100274982780815,15.266261455521978,0.1246268514146891
603.0412536260404,0.5367173553113257,-0.0355031918650875,-9.748722103585317,-0.011777614579913581,0.0003344346797315094,-0.011803543294352578,18.445920289797407,-5.155892786628012,41.8670858171765,52.41008594475503,-1.5099916030710014,15.155321978446981,0.1024594237439942
703.1090162443382,0.7065876069619788,-0.08112796498571359,-10.009661355058212,0.014697842587874956,-0.00081894379572493,-0.015474119721343436,17.922675146719584,-4.373826818850996,42.538646836507844,52.410110940073665,-1.5099893144245313,15.434197637163656,0.06680269301853059
798.7151439474633,0.734714658680267,-0.11619196003344189,-9.706241396509656,-0.006222702228939961,0.009911911129266662,-0.013395620161179827,17.09335326399142,-4.431772212837577,41.99106892255613,52.41013269618253,-1.5100475820828843,15.39408227417382,0.015846111420216857
900.2477392974895,0.6416055748835547,-0.09456926251389088,-9.637294351495695,-0.018402663847955684,0.0074744497142705596,0.008218855901554719,17.990340847864083,-4.948441037141397,41.83269807273485,52.41015501241146,-1.5100164745608387,15.74345053460141,0.05870462392664422
999.968960832611,0.5640130061233172,0.17190153650394535,-9.775706136481922,0.013281660539573328,0.002978761910238452,0.01520769363653291,18.050815026766713,-5.2257226951624665,42.28281645094336,52.41014653282295,-1.510013577543578,15.482289491893498,0.07745081911036777
1099.9938223855763,0.6828561959820451,0.03155754248167146,-9.579470379347661,-0.0050429801581262325,0.004501556339466477,-0.013682809768216644,18.583608866652188,-5.486413946291479,42.136258995114794,52.410128221546756,-1.5099973586285438,15.768870702816303,0.07585843558592842
1200.6525759107424,0.2977307473936855,0.132141824814641,-10.053480758699392,-0.006078238926156243,-0.0010435844943808654,-0.001798419647288461,18.794223588120055,-5.018781754683095,42.515219392818395,52.41017089812312,-1.5100157586209673,16.014866046324116,0.08387894592806333
1296.8497965583592,0.37743866628653805,-0.3734216188699467,-9.71640991557363,-0.01765387587029974,0.017754908492400485,-0.004184345042141094,17.657506410428127,-4.71512054014791,42.64573444453268,52.41019574123141,-1.510000432960215,15.885354076799995,0.051636059778843446
1396.5124772142317,0.6510119978668409,0.2419477849325136,-10.044056141279356,0.01740941486596991,-0.014791960183577667,-0.006108297778210215,18.40059088199409,-5.1620884305203205,42.15350153000268,52.410233687455616,-1.510003830949961,15.775083394821081,0.12170169286275723
1499.1092900425274,0.6016920561326348,-0.167812979927902,-10.032816271646618,-0.012894805872096876,0.0013965167421589658,-0.007689876919787926,18.382701078006676,-6.098750502631015,42.145866362689155,52.410212291144134,-1.5100027515158527,16.25680366066139,0.12540360703820852
1599.139328641895,0.5109934232339137,-0.050805894877639764,-9.936186166747559,0.000584494807056499,0.0006502463118878012,-0.006251911424337399,18.536706351205222,-4.3656430527117145,42.107055491143065,52.41024836198433,-1.5100138432191015,15.699178926311706,0.1285375370539441
1701.2538129992122,0.3285599967714957,0.13867776712901042,-9.99841203671485,0.009126203225404405,0.00813280406064593,-0.004330870619011523,18.249344956067773,-4.904888389077553,42.24456527832464,52.41025842368673,-1.5100122330359376,16.061672637802072,0.1493292192844251
1798.014677410625,0.3624940943464466,0.052563601971522246,-9.919599163748227,0.00421716933003097,-0.008438538774248992,0.00432394160890004,17.028751154519114,-5.189812248338417,42.027585318935735,52.4102680529565,-1.5100209907595838,16.165811220261862,0.16310911872704992
1898.5277551432555,0.34220540185629655,-0.10957524541054946,-9.852830062142239,-0.000596543119921916,-0.01743672602396536,-0.00048617597362231725,17.92228878373612,-4.571420805788356,41.999695758838854,52.41030037888622,-1.5099917132872105,16.22207150267347,0.16952292357285614
2000.5664421650517,0.14439009961076832,-0.06333801004587118,-9.642569102733724,-0.017016658582874163,0.0015682301609819319,-0.009505233303236924,17.42214621254154,-4.237680701758622,42.59831356041362,52.4102831847285,-1.5099878310881254,16.299492172427122,0.14687749851793797
2101.6005207104486,0.22609808778712343,-0.19130334829095771,-9.874231807741142,-0.008097248357672839,0.0028123049221860414,0.006636968051206329,17.898697113540962,-6.400955784743946,42.75805809017752,52.41029956495419,-1.510014598194259,16.42305425956609,0.1603840720368339
