Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,GPS_Lat,GPS_Long,GPS_Speed,GPS_Bearing
-0.17743414507028232,0.664453649793724,0.17636594079421608,-9.911723773440986,-0.008857276287215565,0.005550440149454058,-0.01730897023235326,17.357769327044615,-4.680867655259256,42.39726079207772,52.40999981984081,-1.5099932129928682,14.678882730075163,359.9607631718486
102.31362259177664,0.8378417191844141,-0.055062651139444585,-9.909521428212015,0.018755005592215372,-0.018737623772287965,-0.0011357548366734964,17.089825981127273,-5.308311882019589,43.15723350313128,52.41002490361141,-1.5099819664526055,14.850146890236996,359.95397063243297
202.9701652326402,0.7727319765073055,-0.07356597768914991,-10.007303316408834,0.003144937005051037,-0.0158108278908631,-0.004325445322220204,18.032797670854222,-4.767110386573125,41.85296702120853,52.41007125262527,-1.5100042812824248,15.375918169679167,359.9208128422513
299.57714637691936,0.4156655177387052,0.2639972175770704,-9.833108423968145,-0.007566618010064155,-0.0008021785359897214,0.008043691842603623,17.474164407835936,-5.582964511101716,41.84802546715318,52.41006659443328,-1.5100108714692286,14.825418318395155,359.95444424472623
397.3849542257883,0.43252139041748827,0.08788286520497042,-10.135570402691076,-0.007146922335834111,0.007746517258389437,-0.001091213669180541,17.96800991717388,-4.810189133329738,41.4206454686919,52.41007237991358,-1.5100484202435234,15.152569768430117,359.9635979710638
502.5264684938935,0.7776788520983737,-0.14469996044457253,-9.526299233947583,-0.002001409612263511,-0.016849314811909856,-0.004909851791288549,17.954771665853013,-5.711713266878311,42.34259439604637,52.41009046102601,-1.5100148678603393,15.373642936197339,359.93583088790564
600.510409027506,0.7532685995938468,-0.06018013061608389,-9.848389206735469,0.016344863616449344,-0.005306320855493866,0.004717329204626973,16.90715098255824,-5.390094774186389,42.771256171835866,52.41010881940009,-1.5099621400755117,15.59193451719472,359.9793199718961
697.3522430212488,0.6448202377765732,0.05261717116544935,-9.813514401544243,0.01998249530095239,-0.0014105806222309816,-0.013377213349797289,18.153745168760643,-5.581484368757616,41.93865859578658,52.41012461967448,-1.5099654364359296,15.555937423198387,359.9726609965638
800.9138703509832,0.8830827430863989,0.07963330790629226,-9.821024026012479,0.010865822759041884,0.008591567856608777,-0.004185257389029956,18.942496781859262,-4.717965334338572,40.8867883412699,52.41013075668003,-1.5099787371971718,15.44447342352912,359.9288416982495
897.3647122217009,0.7251730835702253,-0.20435338615057616,-9.51116854464755,-0.008919855980800993,-0.002378109471811517,0.01634356042583936,18.340677485504898,-5.266734682497758,42.816352260011314,52.4101289613357,-1.5099910550021043,15.809604621629553,359.9723077378687
998.4358484861276,0.26948640643503147,0.15046806143349037,-9.93384640250323,-0.012174151196867869,0.003916581424102435,-0.00035596165569557955,17.918023374485415,-5.207230682947566,41.8283517503103,52.41014165993409,-1.509975070203125,15.599060259583972,359.9806635091421
1100.6680468454413,0.6196334987508326,0.18430602963714127,-9.493945455415652,-0.0012184642650848372,0.028642611395948574,-0.004062460604798788,17.533025827412867,-5.579907838797264,41.589502813335486,52.410153029820464,-1.5099801725921078,15.741771460252126,0.025946438342884903
1200.4016092232505,0.4423137096302401,-0.06979739351773384,-9.825532740064398,-0.009922676103835449,0.0035462840228312163,-0.012179374522258509,17.43703660298199,-5.329330800583307,42.62779425902958,52.41016641891195,-1.510047217598531,15.946438086268243,359.9620271997738
1299.5130182702887,0.3407839407002675,-0.03241105462161631,-9.661980890170112,-0.016201751746762385,0.004569850475624734,-0.01866677638446708,18.22424637512752,-5.3861423222045115,42.180944812993594,52.41016848786998,-1.5100058168687251,15.75318017514257,359.9169487856921
